hap1_name,hap2_name,IBD_length,total_differences
0,1,510,456.50609339071013
0,2,257,131.32508212261877
0,3,696,205.57453296176618
0,4,350,284.13999829761957
0,5,256,130.376688227147
0,6,616,423.1142602503666
0,7,527,516.4303675408856
0,8,510,457.9968159474929
0,9,194,149.23189094338326
0,10,288,158.91681242107816
0,11,305,220.36018250568821
0,12,605,545.9057479520171
0,13,236,188.2025460914159
0,14,571,488.40319090849084
0,15,679,369.6345741567646
0,16,82,55.552820839282546
0,17,530,57.34122719147422
0,18,173,165.86486126516175
0,19,594,368.6670182476546
0,20,909,376.8576353695249
0,21,541,471.1525969772859
0,22,792,306.45783079073897
0,23,531,494.01377977274706
0,24,285,236.49710176861387
0,25,389,281.02953001297567
0,26,339,337.9606881113581
0,27,604,435.67891552274955
0,28,630,422.46052834132206
0,29,347,335.4555370547158
0,30,414,227.49241966159175
0,31,384,346.77984894157186
0,32,348,337.67762919727676
0,33,312,173.03901833747693
0,34,486,399.4671518427955
0,35,413,409.9440612255163
0,36,221,176.29427140957932
0,37,663,415.4928110514351
0,38,237,188.27417239618637
0,39,626,410.5011564481306
0,40,550,495.9792845012882
0,41,543,532.9237659562426
0,42,470,323.16237613252605
0,43,347,305.11158092689953
0,44,224,188.66914005403981
0,45,792,304.5234657563936
0,46,382,268.3127411033618
0,47,288,158.17050275495617
0,48,350,283.03841908412977
0,49,453,281.4362170071211
0,50,460,371.34934763368256
0,51,393,169.8229321894462
0,52,577,429.4155255297923
0,53,223,176.4326509391943
0,54,537,500.77997668907386
0,55,616,423.8324313825868
0,56,236,187.308573197327
0,57,561,473.0430454550802
0,58,663,415.6647033173071
0,59,625,412.4785071558932
0,60,543,532.8714569382515
0,61,380,281.5308027700054
0,62,489,394.1667143517102
0,63,380,343.15483112598355
0,64,583,90.11712719613888
0,65,577,430.5519563586493
0,66,459,419.8522778350327
0,67,643,437.756282749288
0,68,684,541.5783004690911
0,69,684,541.5783004690504
0,70,459,419.8522778350327
0,71,479,353.2276778488406
0,72,448,236.2118214738143
0,73,380,281.97724288879647
0,74,996,94.75629862715301
0,75,592,418.9735151198238
0,76,463,373.8275857198501
0,77,426,337.76278784533935
0,78,312,173.54195945005773
0,79,500,391.0193975924044
0,80,604,543.1249200125491
0,81,347,335.5328698813895
0,82,561,519.4084151637206
0,83,600,423.9391062038435
0,84,530,57.34240942891239
0,85,763,232.1815869121861
0,86,656,567.6898153071662
0,87,646,176.36403892487556
0,88,288,160.8962367118715
0,89,380,344.33081753741624
0,90,640,168.28939770532747
0,91,451,270.4145283459402
0,92,483,367.7166087112448
0,93,524,536.5292586432587
0,94,413,409.8245761201754
0,95,348,335.9848269266957
0,96,683,540.0424231016635
0,97,260,137.3332549101274
0,98,996,95.63384366096278
0,99,537,503.64580297896697
0,100,380,281.97724289268314
0,101,413,412.3028762860584
0,102,236,188.20250409241294
0,103,384,346.1326464167345
0,104,424,229.6152227514548
0,105,874,239.26545529703034
0,106,736,294.87172301551306
0,107,256,130.97367201651835
0,108,655,387.1545933308043
0,109,213,180.35615244237619
0,110,285,250.75442248627294
0,111,416,295.49689347693305
0,112,678,305.5292391764973
0,113,748,457.18384703397714
0,114,390,365.3960240310738
0,115,489,393.97930312439394
0,116,462,311.3481918122677
0,117,407,296.0338675662916
0,118,460,417.6885392325898
0,119,240,112.69505223538965
0,120,663,414.1410985090265
0,121,622,469.63218667711715
0,122,610,516.577397214946
0,123,627,436.30473463388876
0,124,344,289.7939848271199
0,125,514,443.4650611151269
0,126,3151,7.160212914860705
0,127,543,418.5614739434319
0,128,379,359.327912575167
0,129,330,308.1824781094767
0,130,422,393.80990247155376
0,131,397,404.39859154579284
