name,analysis_no_of_clusters_score,analysis_infiltration_score,analysis_mrca_score,analysis_total_score,n_d_0,n_d_1,n_d_2,n_d_3,n_d_4,n_s,n_p,Ne_d_0,Ne_d_1,Ne_d_2,Ne_d_3,Ne_d_4,Ne_s,Ne_p,Ne_actual,mut_haplotypes_sample, mut_haplotypes_population
1_13_1000_0.00025_2.5e-05_0.5_100,0.14032194220873467,0.9069713050314465,0.3767580128766109,0.2907847572323229,43,43,22,13,9,5,5,26935.071910740517,26935.071910740517,8437.824444711934,3891.3613336197986,2349.0410279811654,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.14032194220873467,0.9069713050314465,0.4310036366934952,0.2989216008048555,43,43,22,13,9,5,5,26935.071910740517,26935.071910740517,8437.824444711934,3891.3613336197986,2349.0410279811654,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.14032194220873467,0.9069713050314465,0.38311149766675345,0.29173777995084427,43,43,22,13,9,5,5,26935.071910740517,26935.071910740517,8437.824444711934,3891.3613336197986,2349.0410279811654,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.14032194220873467,0.9069713050314465,0.38311149766675345,0.29173777995084427,43,43,22,13,9,5,5,26935.071910740517,26935.071910740517,8437.824444711934,3891.3613336197986,2349.0410279811654,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.14032194220873467,0.9069713050314465,0.38311149766675345,0.29173777995084427,43,43,22,13,9,5,5,26935.071910740517,26935.071910740517,8437.824444711934,3891.3613336197986,2349.0410279811654,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.14032194220873467,0.9069713050314465,0.378742820521796,0.2910824783791006,43,43,22,13,9,5,5,26935.071910740517,26935.071910740517,8437.824444711934,3891.3613336197986,2349.0410279811654,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.14032194220873467,0.9069713050314465,0.3746179427041958,0.2904637467064606,43,43,22,13,9,5,5,26935.071910740517,26935.071910740517,8437.824444711934,3891.3613336197986,2349.0410279811654,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.14032194220873467,0.9069713050314465,0.38347016864537053,0.2917915805976368,43,43,22,13,9,5,5,26935.071910740517,26935.071910740517,8437.824444711934,3891.3613336197986,2349.0410279811654,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.1411492281303602,0.9069713050314465,0.3988817516715084,0.2946824181966954,42,42,22,13,10,5,5,25706.373988661646,25706.373988661646,8437.824444711934,3891.3613336197986,2708.306100095884,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.1411492281303602,0.9069713050314465,0.3452794453973697,0.2866420722555746,42,42,23,13,10,5,5,25706.373988661646,25706.373988661646,9043.49479797215,3891.3613336197986,2708.306100095884,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.5_100,0.1411492281303602,0.9069713050314465,0.34348699256718107,0.2863732043310463,42,42,23,13,10,5,5,25706.373988661646,25706.373988661646,9043.49479797215,3891.3613336197986,2708.306100095884,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.7_100,0.11277665995975855,0.6383314249381377,0.2212457436929267,0.20788023726649066,38,38,25,15,10,6,6,16994.97694686812,16994.97694686812,8798.63970116952,4235.133509087799,2453.7919628479485,1269.5563670916083,802.0329929576959,1000,142,1422 
1_13_1000_0.00025_2.5e-05_0.5_100,0.1411492281303602,0.9069713050314465,0.4532513668524871,0.3028378604738422,42,42,23,13,10,5,5,25706.373988661646,25706.373988661646,9043.49479797215,3891.3613336197986,2708.306100095884,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.7_100,0.11277665995975855,0.6383314249381377,0.2722162119762006,0.2155258075089817,38,38,25,15,10,6,6,16994.97694686812,16994.97694686812,8798.63970116952,4235.133509087799,2453.7919628479485,1269.5563670916083,802.0329929576959,1000,142,1422 
1_13_1000_0.00025_2.5e-05_0.5_100,0.1411492281303602,0.9069713050314465,0.45470210656089194,0.3030554714301029,42,42,23,13,10,5,5,25706.373988661646,25706.373988661646,9043.49479797215,3891.3613336197986,2708.306100095884,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.7_100,0.11277665995975855,0.6383314249381377,0.24050696629921975,0.2107694206574346,38,38,25,15,10,6,6,16994.97694686812,16994.97694686812,8798.63970116952,4235.133509087799,2453.7919628479485,1269.5563670916083,802.0329929576959,1000,142,1422 
1_13_1000_0.00025_2.5e-05_0.5_100,0.1411492281303602,0.9069713050314465,0.452523182890223,0.3027286328795026,42,42,23,13,10,5,5,25706.373988661646,25706.373988661646,9043.49479797215,3891.3613336197986,2708.306100095884,1089.8982193906686,683.1520405560142,1000,106,1030 
1_13_1000_0.00025_2.5e-05_0.7_100,0.11277665995975855,0.6685820499082485,0.23016077232626517,0.21375508530700804,39,39,26,15,10,6,6,17749.437269290487,17749.437269290487,9332.432121786345,4235.133509087799,2453.7919628479485,1269.5563670916083,802.0329929576959,1000,142,1422 
