name,analysis_no_of_clusters_score,analysis_infiltration_score,analysis_mrca_score,analysis_total_score,n_d_0,n_d_1,n_d_2,n_d_3,n_d_4,n_s,n_p,Ne_d_0,Ne_d_1,Ne_d_2,Ne_d_3,Ne_d_4,Ne_s,Ne_p,Ne_actual,mut_haplotypes_sample, mut_haplotypes_population,method
7_14_1000_0.00025_0.00025_0.7_100,0.0331560838285893,0.8036588965909339,0.298445414293337,0.1885249053126531,82,82,29,13,6,4,5,83960.87046383946,83960.87046383946,11154.67213837475,3509.8810916391644,1276.795680557614,768.799923526017,650.3264145429616,1000,139,1419.0,SINGER
9_14_1000_0.00025_0.00025_0.7_100,0.0385231015483116,0.7223701571577692,0.5089693826248389,0.2116671020512093,71,71,26,17,8,4,6,54045.771658053694,54045.771658053694,9171.572529693958,4970.526489198737,1815.5813690469984,758.779246780161,801.0812211532465,1000,147,1433.0,SINGER
10_14_1000_0.00025_0.00025_0.5_100,0.0358811748998664,0.916002155465684,0.2028864243233402,0.1929501093982601,62,62,28,9,5,3,6,61538.19533644061,61538.19533644061,12339.219771967477,2341.504641926608,1087.0906926139717,573.0760583514901,847.7217484521294,1000,107,1004.0,SINGER
9_13_1000_0.00025_2.5e-05_0.7_100,0.0570652173913043,0.9257706100765856,0.2338768484601827,0.2138927709544282,49,49,27,16,9,4,4,27130.720537686542,27130.720537686542,10030.51230160453,4682.860105692015,2155.9294355060983,770.1141424110231,504.17926923303366,1000,138,1406.0,SINGER
6_15_1000_0.00025_0.0025_0.5_100,0.0833312693498452,0.690661911188227,0.0910255300684867,0.1755850047333986,66,66,21,7,1,7,10,95786.06590409778,95786.06590409778,8345.347897344605,1742.7783120545505,155.90895508989422,1742.7783120545505,1541.1456178010158,1000,95,1012.0,SINGER
5_15_1000_0.00025_0.0025_0.7_100,0.0428561130334486,0.7338321137633799,0.5286072956839206,0.2193651905405091,87,87,27,12,5,5,8,104112.11782832727,104112.11782832727,10108.77068036845,3173.984161073103,1020.4271822638846,1020.4271822638846,1121.386694520609,1000,136,1405.0,SINGER
8_15_1000_0.00025_0.0025_0.5_100,0.0341307422667732,0.9753563268414752,0.2807963478116171,0.2123144207847051,78,78,13,7,3,3,5,157151.53618716265,157151.53618716265,3969.40040334828,1708.9841918747773,580.9512522868395,580.9512522868395,685.9260294927045,1000,101,1004.0,SINGER
6_13_1000_0.00025_2.5e-05_0.7_100,0.1858108108108108,0.852108953803869,0.2483183183183183,0.2951316583858956,19,19,11,7,7,6,7,5795.1587534271375,5795.1587534271375,2746.3411721995617,1526.9914947515456,1526.9914947515456,1255.7807871024293,958.9584579702454,1000,148,1418.0,SINGER
7_13_1000_0.00025_2.5e-05_0.5_100,0.1212205270457697,0.7343108872235085,0.2466301946884473,0.2319955312188322,33,33,20,14,11,6,10,16797.58074503192,16797.58074503192,7400.303457613256,4374.178466139561,3118.6617252532487,1389.0475882921116,1540.5924636806344,1000,103,1014.0,SINGER
8_14_1000_0.00025_0.00025_0.5_100,0.073436847266379,0.7548970143613001,0.3382979496743752,0.2153850376918166,78,78,14,4,3,7,7,137392.55968035036,137392.55968035036,4338.503519461649,823.7881696938739,575.6249988572148,1688.2963462700643,1013.7505139381246,1000,105,1010.0,SINGER
10_13_1000_0.00025_2.5e-05_0.7_100,0.1824080749819754,0.8752557881850432,0.3684210526315791,0.3142371786098761,19,19,13,11,8,2,5,5828.124571741028,5828.124571741028,3449.4170619473507,2758.5342533656644,1819.1702932771375,327.80516072008686,650.3949313544109,1000,146,1418.0,SINGER
6_13_1000_0.00025_2.5e-05_0.5_100,0.163235294117647,0.9408604651162792,0.323535294117647,0.3039240697674418,24,24,16,9,6,6,10,10014.142578372612,10014.142578372612,5377.592189581455,2397.046512931428,1401.3224732877047,1401.3224732877047,1537.5770790301551,1000,100,1025.0,SINGER
10_13_1000_0.00025_2.5e-05_0.5_100,0.1578947368421052,1.0,0.4263891941657777,0.3244846949143404,42,42,20,13,7,4,4,25945.334873971053,25945.334873971053,7326.110334228326,3906.399414549645,1688.2963462700643,823.7881696938739,527.0140132662715,1000,105,1042.0,SINGER
7_13_1000_0.00025_2.5e-05_0.7_100,0.1138245033112582,0.6508383314872628,0.4844254478833477,0.2499667192234723,39,39,18,9,8,6,8,17041.150732122747,17041.150732122747,5326.670742870278,2097.8133554166698,1801.616776196952,1249.219227528851,1121.6469372248378,1000,151,1403.0,SINGER
8_13_1000_0.00025_2.5e-05_0.5_100,0.15,0.9852121212121212,0.337133689839572,0.3033518716577539,35,35,24,15,6,6,8,17720.36394438019,17720.36394438019,9466.377783026564,4693.131694296148,1362.5799093903468,1362.5799093903468,1179.010172555604,1000,110,1042.0,SINGER
9_13_1000_0.00025_2.5e-05_0.5_100,0.0904725992961287,1.0,0.2689481291841973,0.2536730388849196,48,48,22,12,8,4,5,35385.4490423318,35385.4490423318,8620.996160123672,3532.521036834695,2032.91447717294,829.9718940271836,684.6338981531534,1000,102,1016.0,SINGER
8_13_1000_0.00025_2.5e-05_0.7_100,0.1432669082125603,0.7448124209472726,0.3953430808716398,0.2713101610216292,47,47,27,17,11,9,12,25124.837052432387,25124.837052432387,10030.51230160453,5097.913176540535,2810.3483781751625,2155.9294355060983,1802.8442979155125,1000,138,1400.0,SINGER
6_14_1000_0.00025_0.00025_0.5_100,0.0478558903236091,0.8021407350819114,0.252911398055156,0.1917569431970864,53,53,17,7,3,3,4,60191.61892590618,60191.61892590618,6390.018800343841,1808.1274574079196,605.9792344823419,605.9792344823419,530.001334735366,1000,85,1004.0,SINGER
5_14_1000_0.00025_0.00025_0.7_100,0.0553990610328638,0.8351398934145412,0.2225091726831572,0.1974267026376594,78,78,35,13,6,5,5,70996.5911008501,70996.5911008501,14846.034966052452,3483.31509966206,1269.5563670916083,1009.3702881504582,650.6008652659624,1000,142,1415.0,SINGER
8_14_1000_0.00025_0.00025_0.7_100,0.054297969187675,0.7134911350903997,0.4955085641912202,0.2193585333236155,75,75,31,17,7,6,7,68685.0152148888,68685.0152148888,12541.27765836198,5128.394852846122,1563.4892001562005,1284.2879697620056,960.796824263732,1000,136,1401.0,SINGER
7_14_1000_0.00025_0.00025_0.5_100,0.0518177163338453,0.7562351626867756,0.3147664474916639,0.1969226429604576,55,55,15,8,6,4,6,56563.71763734727,56563.71763734727,5060.536744833518,2097.431844583396,1432.507848105511,850.3813064792739,846.3431732505265,1000,93,1014.0,SINGER
5_15_1000_0.00025_0.0025_0.5_100,0.0601463226800154,0.8130983530598199,0.2469851410165744,0.2011149499874699,80,80,20,4,1,6,8,148505.66366569465,148505.66366569465,7290.148672670144,821.7881397568794,152.82749231954045,1377.351363039199,1181.77014416186,1000,106,1028.0,SINGER
4_15_1000_0.00025_0.0025_0.5_100,0.0438432835820895,0.8865846483942414,0.1319320604768366,0.1834678048381244,77,77,13,4,2,4,6,180756.98130145157,180756.98130145157,4055.269468028878,843.2424125427566,357.3228635878246,843.2424125427566,847.5830556360867,1000,96,1005.0,SINGER
9_14_1000_0.00025_0.00025_0.7_100,0.0385231015483116,0.7223701571577692,0.5089693826248389,0.2116671020512093,71,71,26,17,8,4,6,54045.771658053694,54045.771658053694,9171.572529693958,4970.526489198737,1815.5813690469984,758.779246780161,801.0812211532465,1000,147,1433.0,SINGER
10_14_1000_0.00025_0.00025_0.5_100,0.0358811748998664,0.916002155465684,0.2496397621070515,0.1999631100658168,62,62,28,9,5,3,6,61538.19533644061,61538.19533644061,12339.219771967477,2341.504641926608,1087.0906926139717,573.0760583514901,847.7217484521294,1000,107,1004.0,SINGER
7_14_1000_0.00025_0.00025_0.7_100,0.0331560838285893,0.8036588965909339,0.2261657730203602,0.1776829591217066,82,82,29,13,6,4,5,83960.87046383946,83960.87046383946,11154.67213837475,3509.8810916391644,1276.795680557614,768.799923526017,650.3264145429616,1000,139,1419.0,SINGER
6_14_1000_0.00025_0.00025_0.7_100,0.0332793002202104,0.9173181015742404,0.2339286847055376,0.1959825280961139,69,69,32,18,10,3,3,57146.61545293873,57146.61545293873,13311.636981444066,5595.709375344487,2499.971936072295,544.4830561464963,362.79870284788086,1000,134,1415.0,SINGER
2_15_1000_0.00025_0.0025_0.7_100,0.048695484740541,0.6536009568237353,0.0883543241838561,0.1453801314695174,89,89,25,10,5,6,7,103595.03912488135,103595.03912488135,8829.583209494915,2459.318412053105,1011.1621481564353,1271.9422662851157,959.819866295088,1000,141,1410.0,SINGER
9_13_1000_0.00025_2.5e-05_0.7_100,0.0570652173913043,0.9257706100765856,0.3039993389008334,0.2244111445205258,49,49,27,16,9,4,4,27130.720537686542,27130.720537686542,10030.51230160453,4682.860105692015,2155.9294355060983,770.1141424110231,504.17926923303366,1000,138,1406.0,SINGER
7_13_1000_0.00025_2.5e-05_0.5_100,0.1212205270457697,0.7343108872235085,0.2665150254276466,0.2349782558297121,33,33,20,14,11,6,10,16797.58074503192,16797.58074503192,7400.303457613256,4374.178466139561,3118.6617252532487,1389.0475882921116,1540.5924636806344,1000,103,1014.0,SINGER
6_13_1000_0.00025_2.5e-05_0.5_100,0.163235294117647,0.9408604651162792,0.331935294117647,0.3051840697674418,24,24,16,9,6,6,10,10014.142578372612,10014.142578372612,5377.592189581455,2397.046512931428,1401.3224732877047,1401.3224732877047,1537.5770790301551,1000,100,1025.0,SINGER
5_15_1000_0.00025_0.0025_0.7_100,0.0427056692242114,0.7358850716986907,0.4452638941096593,0.2070663133282004,88,88,27,11,5,5,8,107906.91865728762,107906.91865728762,10108.77068036845,2824.1273899923417,1020.4271822638846,1020.4271822638846,1121.386694520609,1000,136,1405.0,SINGER
8_15_1000_0.00025_0.0025_0.5_100,0.0341307422667732,0.9753563268414752,0.2419308046692004,0.2064845893133426,78,78,13,7,3,3,5,157151.53618716265,157151.53618716265,3969.40040334828,1708.9841918747773,580.9512522868395,580.9512522868395,685.9260294927045,1000,101,1004.0,SINGER
7_13_1000_0.00025_2.5e-05_0.7_100,0.1138245033112582,0.6508383314872628,0.5173409319577726,0.2549040418346361,39,39,18,9,8,6,8,17041.150732122747,17041.150732122747,5326.670742870278,2097.8133554166698,1801.616776196952,1249.219227528851,1121.6469372248378,1000,151,1403.0,SINGER
6_15_1000_0.00025_0.0025_0.5_100,0.0837065390749601,0.6913932850774955,0.1524588197767142,0.1851723930806035,65,65,20,8,1,7,10,90732.38541988962,90732.38541988962,7731.519796588429,2082.168792862041,155.90895508989422,1742.7783120545505,1541.1456178010158,1000,95,1012.0,SINGER
10_13_1000_0.00025_2.5e-05_0.7_100,0.1824080749819754,0.8752557881850432,0.3813987022350393,0.3161838260503952,19,19,13,11,8,2,5,5828.124571741028,5828.124571741028,3449.4170619473507,2758.5342533656644,1819.1702932771375,327.80516072008686,650.3949313544109,1000,146,1418.0,SINGER
8_13_1000_0.00025_2.5e-05_0.7_100,0.1432669082125603,0.7448124209472726,0.3711886290748182,0.2676869932521059,47,47,27,17,11,9,12,25124.837052432387,25124.837052432387,10030.51230160453,5097.913176540535,2810.3483781751625,2155.9294355060983,1802.8442979155125,1000,138,1400.0,SINGER
6_13_1000_0.00025_2.5e-05_0.7_100,0.1858108108108108,0.851147725835139,0.2483183183183183,0.2949874741905861,19,19,11,7,7,6,7,5795.1587534271375,5795.1587534271375,2746.3411721995617,1526.9914947515456,1526.9914947515456,1255.7807871024293,958.9584579702454,1000,148,1418.0,SINGER
9_14_1000_0.00025_0.00025_0.5_100,0.065266788395212,0.9184486373165618,0.2438633443380854,0.2200335491248454,53,53,19,12,7,5,6,42182.97001548714,42182.97001548714,6747.064708365622,3479.391523090576,1683.3317289779277,1089.8982193906686,847.4445496254266,1000,106,1006.0,SINGER
10_13_1000_0.00025_2.5e-05_0.5_100,0.1578947368421052,1.0,0.4129781154485766,0.3224730331067602,42,42,20,13,7,4,4,25945.334873971053,25945.334873971053,7326.110334228326,3906.399414549645,1688.2963462700643,823.7881696938739,527.0140132662715,1000,105,1042.0,SINGER
5_14_1000_0.00025_0.00025_0.7_100,0.0585712473036416,0.842072344174122,0.2192730394022848,0.2002016806490102,79,79,32,13,6,5,5,73351.02593386114,73351.02593386114,12859.477576794165,3483.31509966206,1269.5563670916083,1009.3702881504582,650.6008652659624,1000,142,1415.0,SINGER
7_14_1000_0.00025_0.00025_0.5_100,0.0518177163338453,0.7562351626867756,0.6695730125599202,0.2501436277206961,55,55,15,8,6,4,6,56563.71763734727,56563.71763734727,5060.536744833518,2097.431844583396,1432.507848105511,850.3813064792739,846.3431732505265,1000,93,1014.0,SINGER
9_13_1000_0.00025_2.5e-05_0.5_100,0.0904725992961287,1.0,0.2128492422610067,0.2452582058464411,48,48,22,12,8,4,5,35385.4490423318,35385.4490423318,8620.996160123672,3532.521036834695,2032.91447717294,829.9718940271836,684.6338981531534,1000,102,1016.0,SINGER
8_14_1000_0.00025_0.00025_0.7_100,0.0547623654725047,0.7138418058175091,0.4937624341602604,0.2194742918274188,75,75,31,17,7,6,7,68685.0152148888,68685.0152148888,12541.27765836198,5128.394852846122,1563.4892001562005,1284.2879697620056,960.796824263732,1000,136,1401.0,SINGER
8_13_1000_0.00025_2.5e-05_0.5_100,0.15,0.9852121212121212,0.337133689839572,0.3033518716577539,35,35,24,15,6,6,8,17720.36394438019,17720.36394438019,9466.377783026564,4693.131694296148,1362.5799093903468,1362.5799093903468,1179.010172555604,1000,110,1042.0,SINGER
6_14_1000_0.00025_0.00025_0.5_100,0.0474323062558356,0.8021407350819114,0.2524996470132758,0.191398671693363,54,54,17,7,3,3,4,63694.78983457692,63694.78983457692,6390.018800343841,1808.1274574079196,605.9792344823419,605.9792344823419,530.001334735366,1000,85,1004.0,SINGER
3_15_1000_0.00025_0.0025_0.5_100,0.0541666666666666,0.7711626690961368,0.1459392633228837,0.1754819565295197,76,76,14,3,2,5,6,168755.22182881692,168755.22182881692,4510.53057024207,588.0798756483455,357.3228635878246,1120.537468596909,846.7548060721481,1000,96,1011.0,SINGER
8_14_1000_0.00025_0.00025_0.5_100,0.073436847266379,0.7548970143613001,0.3382979496743752,0.2153850376918166,78,78,14,4,3,7,7,137392.55968035036,137392.55968035036,4338.503519461649,823.7881696938739,575.6249988572148,1688.2963462700643,1013.7505139381246,1000,105,1010.0,SINGER
4_15_1000_0.00025_0.0025_0.5_100,0.0436580882352941,0.9208257734912146,0.1244526938573937,0.1873524318669971,79,79,13,3,1,4,6,209042.6705942455,209042.6705942455,4055.269468028878,588.0798756483455,155.6086238524778,843.2424125427566,847.5830556360867,1000,96,1005.0,SINGER
5_15_1000_0.00025_0.0025_0.5_100,0.0603829739442947,0.8197059230078098,0.4609563242637489,0.2343674188517401,80,80,19,5,1,6,8,148505.66366569465,148505.66366569465,6747.064708365622,1089.8982193906686,152.82749231954045,1377.351363039199,1181.77014416186,1000,106,1028.0,SINGER
10_14_1000_0.00025_0.00025_0.5_100,0.0358811748998664,0.916002155465684,0.3257904478698907,0.2113857129302427,62,62,28,9,5,3,6,61538.19533644061,61538.19533644061,12339.219771967477,2341.504641926608,1087.0906926139717,573.0760583514901,847.7217484521294,1000,107,1004.0,SINGER
7_14_1000_0.00025_0.00025_0.7_100,0.0329907502569373,0.8036588965909339,0.2301986154347734,0.1781721519837122,83,83,29,12,6,4,5,86845.43784630191,86845.43784630191,11154.67213837475,3150.048306558456,1276.795680557614,768.799923526017,650.3264145429616,1000,139,1419.0,SINGER
6_14_1000_0.00025_0.00025_0.7_100,0.0332793002202104,0.9173181015742404,0.2339286847055376,0.1959825280961139,69,69,32,17,9,3,3,57146.61545293873,57146.61545293873,13311.636981444066,5159.747448416393,2175.7029007581045,544.4830561464963,362.79870284788086,1000,134,1415.0,SINGER
9_14_1000_0.00025_0.00025_0.7_100,0.0385231015483116,0.7223701571577692,0.5625031707839859,0.2196971702750814,71,71,26,17,8,4,6,54045.771658053694,54045.771658053694,9171.572529693958,4970.526489198737,1815.5813690469984,758.779246780161,801.0812211532465,1000,147,1433.0,SINGER
6_15_1000_0.00025_0.0025_0.5_100,0.0832045147834621,0.6946996278575226,0.1521552104036312,0.1852713860875965,66,66,20,7,1,7,10,95786.06590409778,95786.06590409778,7731.519796588429,1742.7783120545505,155.90895508989422,1742.7783120545505,1541.1456178010158,1000,95,1012.0,SINGER
5_15_1000_0.00025_0.0025_0.7_100,0.0427056692242114,0.7275883468993256,0.1868383269105459,0.1670579695284287,87,87,27,12,5,5,8,104112.11782832727,104112.11782832727,10108.77068036845,3173.984161073103,1020.4271822638846,1020.4271822638846,1121.386694520609,1000,136,1405.0,SINGER
8_15_1000_0.00025_0.0025_0.5_100,0.0339462517680339,0.9753563268414752,0.3212817255960786,0.2182580841032568,79,79,13,6,3,3,5,167105.5438173047,167105.5438173047,3969.40040334828,1397.1635740432637,580.9512522868395,580.9512522868395,685.9260294927045,1000,101,1004.0,SINGER
9_13_1000_0.00025_2.5e-05_0.7_100,0.0570652173913043,0.9257706100765856,0.2324523470356813,0.213679095740753,49,49,27,16,9,4,4,27130.720537686542,27130.720537686542,10030.51230160453,4682.860105692015,2155.9294355060983,770.1141424110231,504.17926923303366,1000,138,1406.0,SINGER
7_13_1000_0.00025_2.5e-05_0.7_100,0.1138245033112582,0.6508383314872628,0.5178928083374637,0.2549868232915897,39,39,18,9,8,6,8,17041.150732122747,17041.150732122747,5326.670742870278,2097.8133554166698,1801.616776196952,1249.219227528851,1121.6469372248378,1000,151,1403.0,SINGER
10_13_1000_0.00025_2.5e-05_0.5_100,0.1578947368421052,1.0,0.4312596162220234,0.3252152582227772,42,42,20,13,7,4,4,25945.334873971053,25945.334873971053,7326.110334228326,3906.399414549645,1688.2963462700643,823.7881696938739,527.0140132662715,1000,105,1042.0,SINGER
10_13_1000_0.00025_2.5e-05_0.7_100,0.1824080749819754,0.8752557881850432,0.3813987022350393,0.3161838260503952,19,19,13,11,8,2,5,5828.124571741028,5828.124571741028,3449.4170619473507,2758.5342533656644,1819.1702932771375,327.80516072008686,650.3949313544109,1000,146,1418.0,SINGER
9_14_1000_0.00025_0.00025_0.5_100,0.065266788395212,0.9184486373165618,0.2261830450306807,0.2173815042287348,53,53,19,12,7,5,6,42182.97001548714,42182.97001548714,6747.064708365622,3479.391523090576,1683.3317289779277,1089.8982193906686,847.4445496254266,1000,106,1006.0,SINGER
8_13_1000_0.00025_2.5e-05_0.7_100,0.1432669082125603,0.7448124209472726,0.3711886290748182,0.2676869932521059,47,47,27,17,11,9,12,25124.837052432387,25124.837052432387,10030.51230160453,5097.913176540535,2810.3483781751625,2155.9294355060983,1802.8442979155125,1000,138,1400.0,SINGER
8_13_1000_0.00025_2.5e-05_0.5_100,0.15,0.9852121212121212,0.337133689839572,0.3033518716577539,35,35,24,15,6,6,8,17720.36394438019,17720.36394438019,9466.377783026564,4693.131694296148,1362.5799093903468,1362.5799093903468,1179.010172555604,1000,110,1042.0,SINGER
6_13_1000_0.00025_2.5e-05_0.7_100,0.1858108108108108,0.851147725835139,0.2417117117117117,0.2939964831995951,19,19,11,7,7,6,7,5795.1587534271375,5795.1587534271375,2746.3411721995617,1526.9914947515456,1526.9914947515456,1255.7807871024293,958.9584579702454,1000,148,1418.0,SINGER
6_14_1000_0.00025_0.00025_0.5_100,0.0474323062558356,0.8021407350819114,0.2522743276172247,0.1913648737839554,54,54,17,7,3,3,4,63694.78983457692,63694.78983457692,6390.018800343841,1808.1274574079196,605.9792344823419,605.9792344823419,530.001334735366,1000,85,1004.0,SINGER
9_13_1000_0.00025_2.5e-05_0.5_100,0.0904725992961287,1.0,0.2035856177828755,0.2438686621747214,48,48,22,12,8,4,5,35385.4490423318,35385.4490423318,8620.996160123672,3532.521036834695,2032.91447717294,829.9718940271836,684.6338981531534,1000,102,1016.0,SINGER
7_14_1000_0.00025_0.00025_0.5_100,0.0518177163338453,0.7562351626867756,0.6656356962701255,0.2495530302772269,55,55,15,8,6,4,6,56563.71763734727,56563.71763734727,5060.536744833518,2097.431844583396,1432.507848105511,850.3813064792739,846.3431732505265,1000,93,1014.0,SINGER
7_13_1000_0.00025_2.5e-05_0.5_100,0.1212205270457697,0.7343108872235085,0.2665150254276466,0.2349782558297121,33,33,20,14,11,6,10,16797.58074503192,16797.58074503192,7400.303457613256,4374.178466139561,3118.6617252532487,1389.0475882921116,1540.5924636806344,1000,103,1014.0,SINGER
8_14_1000_0.00025_0.00025_0.7_100,0.0549796114618096,0.7101849354606707,0.5687949627333159,0.2303327127523647,74,74,30,17,7,6,7,66386.34230908022,66386.34230908022,11907.5142048294,5128.394852846122,1563.4892001562005,1284.2879697620056,960.796824263732,1000,136,1401.0,SINGER
5_14_1000_0.00025_0.00025_0.7_100,0.0582406721027922,0.842072344174122,0.2297438311289087,0.2015408967674091,80,80,32,12,6,5,5,75786.86139236455,75786.86139236455,12859.477576794165,3127.0096565561066,1269.5563670916083,1009.3702881504582,650.6008652659624,1000,142,1415.0,SINGER
2_15_1000_0.00025_0.0025_0.7_100,0.048695484740541,0.6536009568237353,0.1121089539755635,0.1489433259382735,89,89,25,10,5,6,7,103595.03912488135,103595.03912488135,8829.583209494915,2459.318412053105,1011.1621481564353,1271.9422662851157,959.819866295088,1000,141,1410.0,SINGER
8_14_1000_0.00025_0.00025_0.5_100,0.073436847266379,0.7548970143613001,0.3191082957908437,0.2125065896092869,78,78,14,4,3,7,7,137392.55968035036,137392.55968035036,4338.503519461649,823.7881696938739,575.6249988572148,1688.2963462700643,1013.7505139381246,1000,105,1010.0,SINGER
4_15_1000_0.00025_0.0025_0.5_100,0.0436580882352941,0.9208257734912146,0.1214895683086667,0.186907963034688,79,79,13,3,1,4,6,209042.6705942455,209042.6705942455,4055.269468028878,588.0798756483455,155.6086238524778,843.2424125427566,847.5830556360867,1000,96,1005.0,SINGER
3_15_1000_0.00025_0.0025_0.5_100,0.0541666666666666,0.7822947913880292,0.1451059299895504,0.1770267748733036,77,77,13,3,2,5,6,180756.98130145157,180756.98130145157,4055.269468028878,588.0798756483455,357.3228635878246,1120.537468596909,846.7548060721481,1000,96,1011.0,SINGER
5_15_1000_0.00025_0.0025_0.5_100,0.0603829739442947,0.8018031318589385,0.2847108537169507,0.2052451795973896,79,79,19,6,1,6,8,140630.9529493139,140630.9529493139,6747.064708365622,1377.351363039199,152.82749231954045,1377.351363039199,1181.77014416186,1000,106,1028.0,SINGER
6_14_1000_0.00025_0.00025_0.7_100,0.0332793002202104,0.9173181015742404,0.2339286847055376,0.1959825280961139,69,69,32,17,9,3,3,57146.61545293873,57146.61545293873,13311.636981444066,5159.747448416393,2175.7029007581045,544.4830561464963,362.79870284788086,1000,134,1415.0,SINGER
9_14_1000_0.00025_0.00025_0.7_100,0.0385231015483116,0.7223701571577692,0.5087621202327025,0.2116360126923889,71,71,26,17,8,4,6,54045.771658053694,54045.771658053694,9171.572529693958,4970.526489198737,1815.5813690469984,758.779246780161,801.0812211532465,1000,147,1433.0,SINGER
7_14_1000_0.00025_0.00025_0.7_100,0.0329907502569373,0.8108974038160777,0.302614616381429,0.1901203282094821,84,84,28,12,6,4,5,89840.76480310607,89840.76480310607,10565.465769783565,3150.048306558456,1276.795680557614,768.799923526017,650.3264145429616,1000,139,1419.0,SINGER
10_14_1000_0.00025_0.00025_0.5_100,0.0358811748998664,0.9187852780605162,0.247752154387668,0.2000974372971342,62,62,29,9,4,3,6,61538.19533644061,61538.19533644061,13080.508418604828,2341.504641926608,819.8174332643295,573.0760583514901,847.7217484521294,1000,107,1004.0,SINGER
6_15_1000_0.00025_0.0025_0.5_100,0.0832045147834621,0.6946996278575226,0.0789823027849343,0.174295449944792,66,66,20,7,1,7,10,95786.06590409778,95786.06590409778,7731.519796588429,1742.7783120545505,155.90895508989422,1742.7783120545505,1541.1456178010158,1000,95,1012.0,SINGER
9_13_1000_0.00025_2.5e-05_0.7_100,0.0570652173913043,0.9257706100765856,0.2324523470356813,0.213679095740753,49,49,27,16,9,4,4,27130.720537686542,27130.720537686542,10030.51230160453,4682.860105692015,2155.9294355060983,770.1141424110231,504.17926923303366,1000,138,1406.0,SINGER
5_15_1000_0.00025_0.0025_0.7_100,0.0411920049710024,0.7212707575488718,0.1919948408399175,0.1658242432380201,89,89,25,12,5,5,8,111869.70546438196,111869.70546438196,8991.540414881334,3173.984161073103,1020.4271822638846,1020.4271822638846,1121.386694520609,1000,136,1405.0,SINGER
7_13_1000_0.00025_2.5e-05_0.5_100,0.1212205270457697,0.7343108872235085,0.2470864539990749,0.2320639701154263,33,33,20,14,11,6,10,16797.58074503192,16797.58074503192,7400.303457613256,4374.178466139561,3118.6617252532487,1389.0475882921116,1540.5924636806344,1000,103,1014.0,SINGER
8_13_1000_0.00025_2.5e-05_0.7_100,0.1432669082125603,0.7427247742944088,0.3654494986400356,0.2665129766889589,47,47,26,17,11,9,12,25124.837052432387,25124.837052432387,9470.085220430215,5097.913176540535,2810.3483781751625,2155.9294355060983,1802.8442979155125,1000,138,1400.0,SINGER
8_13_1000_0.00025_2.5e-05_0.5_100,0.15,0.9852121212121212,0.337133689839572,0.3033518716577539,35,35,24,15,6,6,8,17720.36394438019,17720.36394438019,9466.377783026564,4693.131694296148,1362.5799093903468,1362.5799093903468,1179.010172555604,1000,110,1042.0,SINGER
10_13_1000_0.00025_2.5e-05_0.5_100,0.1578947368421052,1.0,0.4312596162220234,0.3252152582227772,42,42,20,13,7,4,4,25945.334873971053,25945.334873971053,7326.110334228326,3906.399414549645,1688.2963462700643,823.7881696938739,527.0140132662715,1000,105,1042.0,SINGER
7_13_1000_0.00025_2.5e-05_0.7_100,0.1138245033112582,0.6508383314872628,0.4790017541121293,0.2491531651577895,39,39,18,9,8,6,8,17041.150732122747,17041.150732122747,5326.670742870278,2097.8133554166698,1801.616776196952,1249.219227528851,1121.6469372248378,1000,151,1403.0,SINGER
6_13_1000_0.00025_2.5e-05_0.7_100,0.1858108108108108,0.851147725835139,0.2417117117117117,0.2939964831995951,19,19,11,7,7,6,7,5795.1587534271375,5795.1587534271375,2746.3411721995617,1526.9914947515456,1526.9914947515456,1255.7807871024293,958.9584579702454,1000,148,1418.0,SINGER
8_15_1000_0.00025_0.0025_0.5_100,0.0339462517680339,0.9753563268414752,0.2405893830842711,0.2061542327264857,79,79,13,6,3,3,5,167105.5438173047,167105.5438173047,3969.40040334828,1397.1635740432637,580.9512522868395,580.9512522868395,685.9260294927045,1000,101,1004.0,SINGER
6_14_1000_0.00025_0.00025_0.5_100,0.0474323062558356,0.8151707059635448,0.255529229578009,0.193807604710318,55,55,16,7,3,3,4,67441.82416080369,67441.82416080369,5825.017811132129,1808.1274574079196,605.9792344823419,605.9792344823419,530.001334735366,1000,85,1004.0,SINGER
7_14_1000_0.00025_0.00025_0.5_100,0.0518177163338453,0.7562351626867756,0.5904576117502707,0.2382763175992487,55,55,15,8,6,4,6,56563.71763734727,56563.71763734727,5060.536744833518,2097.431844583396,1432.507848105511,850.3813064792739,846.3431732505265,1000,93,1014.0,SINGER
10_13_1000_0.00025_2.5e-05_0.7_100,0.1824080749819754,0.8752557881850432,0.3828406633020906,0.3164001202104529,19,19,13,11,8,2,5,5828.124571741028,5828.124571741028,3449.4170619473507,2758.5342533656644,1819.1702932771375,327.80516072008686,650.3949313544109,1000,146,1418.0,SINGER
8_14_1000_0.00025_0.00025_0.7_100,0.0549796114618096,0.7101849354606707,0.4102895256653964,0.2065568971921768,74,74,30,17,7,6,7,66386.34230908022,66386.34230908022,11907.5142048294,5128.394852846122,1563.4892001562005,1284.2879697620056,960.796824263732,1000,136,1401.0,SINGER
5_14_1000_0.00025_0.00025_0.7_100,0.0582406721027922,0.8290073102905269,0.2299289532413844,0.1996089100017412,80,80,31,12,7,5,5,75786.86139236455,75786.86139236455,12231.497249802822,3127.0096565561066,1544.6160612303695,1009.3702881504582,650.6008652659624,1000,142,1415.0,SINGER
