hap1_name,hap2_name,IBD_length,total_differences
2,6,476,489.217103703187
2,7,403,209.24490666309202
2,8,433,436.77356460533053
2,9,450,251.57330564185426
2,10,386,237.1003892636348
2,11,498,404.63562723625716
2,12,431,433.6638712642955
2,13,513,391.3836361131648
2,14,450,321.408538738846
2,15,646,252.06284548417395
2,16,342,176.55875132453187
2,17,486,338.4182984662455
2,18,443,264.34945060797537
2,19,439,457.5476607632868
2,20,600,496.8390695019557
2,21,592,204.41825502484275
2,22,266,237.1061052562309
2,23,470,392.97512421191004
2,24,684,248.83234184311866
2,25,249,222.4308172329045
2,26,233,127.49174353415448
2,27,234,217.23268899292012
2,28,440,365.3716287705447
2,29,448,282.75538708632973
2,30,679,448.64950453702704
2,31,291,313.1436111320505
2,32,481,361.5385488713517
2,33,480,327.25724815052905
2,34,443,307.68855765466344
2,35,404,223.99352289570814
2,36,480,364.4089170540423
2,37,634,263.76316702062104
2,38,526,322.0288563698967
2,39,484,399.49315074275665
2,40,632,243.31029197196597
2,41,684,246.91679842573555
2,42,416,402.1271536644684
2,43,420,271.9824943912619
2,44,497,404.36091990824485
2,45,313,293.8756160570514
2,46,482,361.2091381153057
2,47,361,202.35483078494985
2,48,650,127.91188262499563
2,49,439,209.8630700287349
2,50,334,339.85100165982567
2,51,358,220.77670197960688
2,52,535,373.8215774358151
2,53,428,313.9356169218042
2,54,266,236.276717966179
2,55,610,243.34111875868078
2,56,450,215.755435095473
2,57,509,245.51501433196648
2,58,428,389.8212700337254
2,59,406,296.8233660569926
2,60,660,322.62557914470915
2,61,358,190.58223147254742
2,62,429,314.48609514231805
2,63,472,455.90895315654296
2,64,403,373.04470324656575
2,65,451,375.2567906966849
2,66,325,121.83928453535327
2,67,409,373.4666430352242
2,68,504,403.7915557896285
2,69,294,255.6318020745094
2,70,484,310.0207638239377
2,71,324,120.82444740484131
2,72,443,263.4877259796296
2,73,443,263.4877259796296
2,74,512,393.1954938047845
2,75,557,489.5052651950453
2,76,481,359.7569210298709
2,77,308,225.83080980539725
2,78,650,486.6706266014787
2,79,511,466.98031494603765
2,80,612,211.90399921039833
2,81,476,489.2171037032465
2,82,423,393.3690979521159
2,83,602,235.87801825964323
2,84,325,122.58291708174039
2,85,593,405.04406994932754
2,86,683,456.0295822696706
2,87,572,283.83798555155585
2,88,422,311.38394182363663
2,89,413,294.22933508422136
2,90,831,282.8001692489037
2,91,249,223.3612828946761
2,92,353,367.62385165047243
2,93,638,284.00380484674116
2,94,501,498.61228418151524
2,95,255,260.25876009799623
2,96,458,352.49201250102766
2,97,546,244.6777132582785
2,98,430,386.8665849312183
2,99,244,217.32185181606405
2,100,481,360.99375751499156
2,101,588,224.11751250426423
2,102,597,234.65319539331077
2,103,608,619.8228333286509
2,104,429,317.41342728733315
2,105,486,338.4336100421556
2,106,1335,133.03489342374922
2,107,519,440.88736232814955
2,108,557,489.4616931224985
2,109,457,322.08954391366933
2,110,477,371.8402539863805
2,111,682,169.08043123193386
2,112,249,223.1781446218397
2,113,660,323.33816250627405
2,114,520,313.6483749349476
2,115,598,431.41428269079154
2,116,511,466.98031494603765
2,117,453,301.4381903820005
2,118,611,414.0016926610711
2,119,577,397.01478816075667
2,120,465,458.78107829471315
2,121,415,400.49107983313723
2,122,601,235.286932027092
2,123,535,370.4606785864232
2,124,439,453.3035902715751
2,125,612,108.78604397459917
2,126,236,6.589533961170597
2,127,402,414.6176648343615
2,128,493,246.33291180406198
2,129,404,312.07161407616536
2,130,551,484.0861826027585
2,131,439,211.43572223951466
2,132,75,56.40399553957504
2,133,249,223.36128276494924
2,134,601,235.1283875361883
2,135,331,246.4829883925151
2,136,602,240.8084509851641
2,137,458,352.76377266914113
2,138,504,402.247235721696
2,139,485,307.3763552534582
2,140,450,251.28437133429142
2,141,481,390.13898650905475
2,142,413,296.4846268710488
2,143,407,375.65684686529863
2,144,425,196.7358284333762
2,145,484,303.93977504078157
2,146,308,133.1448898977111
2,147,173,177.98191142625356
2,148,456,275.2683803411307
2,149,397,252.26695398959527
2,150,445,378.7514895312616
2,151,401,264.93305165218175
2,152,557,489.4616953622797
2,153,609,353.6896215986247
2,154,429,314.5238781798624
2,155,497,515.3523582672063
2,156,434,382.2593341437099
2,157,429,316.5107325136313
2,158,644,445.3944508349528
2,159,644,444.7294920818404
2,160,410,291.55408678358197
2,161,341,322.7239603315056
2,162,358,189.03525201705122
2,163,611,585.4079967048185
2,164,446,405.22710024508507
2,165,608,212.33581255821238
2,166,552,408.3311142952775
2,167,610,243.3754421943326
2,168,304,261.17652405831313
2,169,354,194.07179671818622
2,170,427,292.3552677861103
2,171,353,304.04991611912874
2,172,425,196.7358284333762
2,173,610,243.33566291525008
2,174,254,264.4204113216038
2,175,697,361.52996401939686
2,176,683,456.0295822696706
2,177,580,247.06387074931314
2,178,546,245.66385438914634
2,179,658,193.48369468530504
2,180,355,186.4421148207574
2,181,480,325.31217749882165
2,182,434,382.2592837795628
2,183,602,237.49370865187825
2,184,20,6.327562590758322
2,185,593,402.405563997506
2,186,501,498.61228418151524
2,187,835,286.9236338693298
2,188,210,197.4166728748019
2,189,357,272.1179753914126
2,190,324,342.4307277760118
2,191,518,410.61920361785303
2,192,443,280.4837199182284
2,193,443,222.7210080015317
2,194,679,423.23038499024443
2,195,504,401.4398892128338
2,196,513,392.3506019958361
2,197,404,371.78462543016394
2,198,368,354.83447743478865
2,199,334,339.85100165982567
3,4,538,372.7624493090716
3,5,467,348.01784087662026
3,6,639,506.86728557073025
3,7,587,429.8326880579854
3,8,725,424.62766098463396
3,9,563,352.32662693262483
3,10,405,414.6530964703548
3,11,431,394.19865411338424
3,12,733,436.28609846530486
3,13,650,432.8274000622985
3,14,513,354.37581879436664
3,15,546,395.88131997713975
3,16,465,487.43336331619906
3,17,667,482.57218110094277
3,18,566,363.5325204149173
3,19,752,465.35945728739506
3,20,505,445.1779232749735
3,21,347,375.7277172839093
3,22,571,506.2138701425575
3,23,706,395.58827983493063
3,24,573,395.11841797845614
3,25,473,472.85716071696436
3,26,500,354.7657897897021
3,27,364,356.0478058443932
3,28,574,396.2733795084335
3,29,547,350.64185555270865
3,30,613,561.6074009137735
3,31,405,439.586534826708
3,32,409,356.4422834311172
3,33,512,376.73000595897776
3,34,409,357.93439101546164
3,35,656,597.6670591532525
3,36,538,321.3893461733678
3,37,611,385.91768786259183
3,38,427,403.5514654665035
3,39,84,64.82993055494977
3,40,443,390.7551603299681
3,41,573,395.13058591565175
3,42,676,320.54357470556056
3,43,525,313.77719488320366
3,44,431,327.2729929683026
3,45,234,205.3064227890747
3,46,413,360.6401675195597
3,47,527,382.9915822387573
3,48,524,317.9374633756334
3,49,428,317.62831546572903
3,50,696,555.2013586128511
3,51,521,516.7718133464339
3,52,613,558.074480462591
3,53,629,507.0840450606207
3,54,571,505.3550262074397
3,55,612,492.2741918330738
3,56,429,310.8549515218459
3,57,387,261.1981917956802
3,58,766,436.6445685591383
3,59,529,330.7571538430103
3,60,621,411.41262158787674
3,61,498,353.88217520109225
3,62,629,503.93873248803277
3,63,778,458.605117308359
3,64,609,495.50869404594175
3,65,727,359.4582782653137
3,66,563,351.9798642825361
3,67,471,387.62068670850744
3,68,897,347.3076748386646
3,69,634,582.5031559803837
3,70,483,360.9870672303646
3,71,562,348.4787305336984
3,72,563,349.140057556376
3,73,563,349.1400575545475
3,74,620,444.6141623646615
3,75,457,380.7339928205896
3,76,409,356.31524771876946
3,77,605,562.5953988918938
3,78,537,289.59271768411287
3,79,31,24.084413690000062
3,80,593,438.1462029317523
3,81,639,506.7423385317846
3,82,518,394.53766633354235
3,83,565,455.9249521238388
3,84,563,351.9798650705097
3,85,541,294.3338620804172
3,86,613,555.3405540745221
3,87,558,370.3776614661788
3,88,542,310.9829647017629
3,89,558,354.86335514386667
3,90,570,530.1917703346347
3,91,481,481.86321697010203
3,92,474,353.74137352202393
3,93,616,404.39522134359595
3,94,551,500.9265599595983
3,95,522,518.8903430092948
3,96,491,395.53385104882784
3,97,611,413.5504433587995
3,98,753,405.14333558092846
3,99,470,468.7166207420543
3,100,409,356.5671211509669
3,101,603,480.8827006948121
3,102,614,489.1264007147278
3,103,539,477.2079804201283
3,104,629,506.79547795446877
3,105,667,481.80217297326203
3,106,492,438.67212782213056
3,107,489,482.83195281018044
3,108,457,380.7338948013181
3,109,621,476.3013622877992
3,110,573,380.1225343387345
3,111,371,225.66690380578459
3,112,470,472.0849336423947
3,113,621,412.4589065843208
3,114,532,333.7408399762992
3,115,567,379.7492849928397
3,116,31,24.090190841558258
3,117,523,377.42024657261
3,118,541,293.1631872009481
3,119,529,296.5549289800687
3,120,716,448.2691823210898
3,121,676,320.5605541093826
3,122,565,455.2053426170888
3,123,613,555.0513496955638
3,124,678,595.0984879708689
3,125,540,464.82890579133993
3,126,523,459.75216655971894
3,127,543,506.84788678991237
3,128,568,482.9972992814542
3,129,629,504.89631622959297
3,130,551,427.20508227443895
3,131,428,320.40391145932165
3,132,515,487.6524578310014
3,133,481,481.86385691995326
3,134,565,455.1130608684603
3,135,491,346.3408702560851
3,136,566,458.64700290516225
3,137,491,395.67080615825483
3,138,896,346.10830107806163
3,139,553,344.13912116464275
3,140,561,343.88628288108737
3,141,907,356.8532696963779
3,142,558,358.26864818439844
3,143,609,509.0552957370547
3,144,577,501.1864956543163
3,145,516,385.5064246528291
3,146,539,350.0392560820738
3,147,407,442.0738928762869
3,148,570,351.29505295436263
3,149,571,332.78166507811034
3,150,482,446.9937198343397
3,151,519,343.0410289411851
3,152,457,380.7339928205896
3,153,669,548.4143931213949
3,154,629,504.0934320915561
3,155,676,575.9158900966063
3,156,245,255.98453857818475
3,157,628,504.8485115972155
3,158,474,483.84692892535577
3,159,474,483.16791382124615
3,160,558,358.0447869666889
3,161,662,495.4446368939649
3,162,498,353.8826901401757
3,163,539,417.9910507394215
3,164,613,541.2827251995578
3,165,347,377.75803991071575
3,166,522,377.9720256468311
3,167,603,481.10151453784715
3,168,444,421.7864992128004
3,169,512,372.15323306743437
3,170,563,518.5389542214064
3,171,365,228.44338624960412
3,172,577,500.3614800919384
3,173,612,492.2699912617028
3,174,540,534.3245521452176
3,175,532,417.5431227138872
3,176,613,555.3405540745221
3,177,537,463.23560491011125
3,178,611,412.58239376754545
3,179,524,317.942210464061
3,180,498,353.81675262722496
3,181,541,401.88641750297353
3,182,245,255.94241671767335
3,183,555,452.612748956621
3,184,521,454.65280646601093
3,185,541,293.44710692419653
3,186,551,500.92655995959836
3,187,598,529.1695625240229
3,188,412,374.6624272992983
3,189,651,503.12365697577366
3,190,484,510.2277574678051
3,191,890,295.8484508377382
3,192,539,319.5548348943515
3,193,415,303.53804319729807
3,194,574,495.6270416163216
3,195,896,346.00074257401377
3,196,648,428.80310633611816
3,197,610,496.9992464265959
3,198,465,387.2915743552479
3,199,696,555.2013585460581
4,5,428,261.803320649113
4,6,492,375.4025476807601
4,7,714,246.81223509750222
4,8,426,437.7048684864378
4,9,812,240.4549411243825
4,10,368,321.63484387035066
4,11,519,421.3273936390981
4,12,433,437.783678120638
4,13,565,420.322990417145
4,14,647,278.0203211056125
4,15,474,361.0494127434351
4,16,490,364.37945162838736
4,17,323,226.42487549499597
4,18,813,240.22101110586425
4,19,413,418.66592601413873
4,20,528,442.69911125647366
4,21,515,446.92307371783346
4,22,298,232.58624400569371
4,23,507,405.4215553251993
4,24,446,285.10034941955155
4,25,198,160.21454754241967
4,26,984,36.55554590425229
4,27,191,161.55013636052846
4,28,537,477.46570780426424
4,29,696,207.77979134251473
4,30,530,269.4929309168318
4,31,520,494.5979365677043
4,32,371,319.5990023798834
4,33,748,83.85482757695401
4,34,371,322.224069448684
4,35,368,309.98145368376686
4,36,533,289.5510748593031
4,37,577,166.7242350312114
4,38,490,237.49135693139894
4,39,487,372.04691047573647
4,40,451,310.4842665657853
4,41,446,285.1075513229304
4,42,430,405.9653649172019
4,43,713,193.1531460086707
4,44,344,288.5001686772531
4,45,341,282.82748874218424
4,46,373,316.8414518622253
4,47,726,68.50176773179864
4,48,434,235.8807707654949
4,49,652,290.5590945303635
4,50,399,332.8344771273749
4,51,372,332.14103480886973
4,52,536,278.19640780738524
4,53,314,166.63350348196556
4,54,298,232.58624400569371
4,55,314,178.22552744915782
4,56,689,307.7702447833423
4,57,682,208.23800024155696
4,58,408,397.8147855581833
4,59,659,138.804674975328
4,60,575,179.81635296427334
4,61,726,57.166433886103455
4,62,314,164.85685828903277
4,63,383,390.80017789748075
4,64,490,477.58069004948294
4,65,480,430.7708580015245
4,66,812,241.35949307237541
4,67,359,232.38483809289949
4,68,502,382.0499762421972
4,69,261,207.6259412319409
4,70,801,168.42288537532673
4,71,811,235.9309992118918
4,72,813,237.4275657192776
4,73,813,237.52500223747123
4,74,547,396.9631444497471
4,75,606,332.73314062646534
4,76,371,320.93483538525294
4,77,307,259.12395550570363
4,78,647,361.36354730047435
4,79,538,375.150165039481
4,80,414,271.8102029690684
4,81,492,375.4025476808691
4,82,599,478.3468090660294
4,83,427,301.83464297324144
4,84,812,241.38798996376698
4,85,622,342.08037801729864
4,86,536,273.95508802916805
4,87,483,368.79432072016976
4,88,739,206.65005258676936
4,89,744,208.3795641709788
4,90,361,240.92340565924337
4,91,199,160.03074716615507
4,92,289,203.53579833939352
4,93,575,177.90411748750563
4,94,576,417.9753405201337
4,95,229,170.54710222131402
4,96,706,104.9730713404488
4,97,466,228.367986723434
4,98,347,309.50457422724054
4,99,197,158.75012456364271
4,100,371,319.5433938060352
4,101,311,173.97983946666602
4,102,285,156.4818924488422
4,103,475,460.3638875922887
4,104,314,165.64957214504986
4,105,324,227.0617205542961
4,106,466,298.8084866306888
4,107,502,404.76201878811634
4,108,606,332.7209909103513
4,109,318,183.56082189292283
4,110,753,222.15592840769864
4,111,465,273.4436263194638
4,112,199,160.47811984552797
4,113,575,181.20007794624925
4,114,467,160.39540817293576
4,115,687,189.70297327633074
4,116,538,375.1501653734308
4,117,1083,55.93384741274515
4,118,655,371.5624234592125
4,119,608,343.6128924336413
4,120,465,468.1568141006855
4,121,431,406.9718721473264
4,122,420,298.0748560642888
4,123,536,275.7803732148495
4,124,615,454.1827706680744
4,125,363,129.98095332332434
4,126,355,179.34847312916494
4,127,460,431.1983157348217
4,128,576,357.75205062415705
4,129,314,165.74640525388097
4,130,559,486.8306132052637
4,131,652,289.9027769527103
4,132,573,459.0357830960661
4,133,199,160.03236530014232
4,134,433,313.74553178952397
4,135,522,341.2768545945939
4,136,399,276.11713282975927
4,137,706,105.24362879582819
4,138,503,379.31407064149687
4,139,1334,312.9745480194374
4,140,787,207.10114548616357
4,141,498,376.03535372694336
4,142,744,214.06756673132958
4,143,457,454.81414097244925
4,144,266,269.6820681794221
4,145,807,162.294581027445
4,146,781,222.7243025993684
4,147,529,505.0702117203325
4,148,813,238.69460528532164
4,149,767,195.94401189116502
4,150,500,419.5972640929507
4,151,629,191.55965296814006
4,152,606,334.3712763626596
4,153,491,215.19351997216427
4,154,314,164.87328424581176
4,155,640,454.7285027194017
4,156,268,219.06919975913033
4,157,314,165.62046405190654
4,158,397,359.20194536919513
4,159,396,358.54495166872636
4,160,744,212.03687380482017
4,161,465,471.25738688929977
4,162,726,56.324074387057756
4,163,470,339.46399618709194
4,164,382,365.64239007832293
4,165,525,459.71205983954525
4,166,724,55.6005227835099
4,167,314,178.1397705819415
4,168,451,321.036526769655
4,169,500,35.10450838386958
4,170,667,325.1998321884361
4,171,678,173.8274385434298
4,172,266,268.9166937004325
4,173,314,178.15329888369138
4,174,337,289.07726811088094
4,175,420,298.0592960669287
4,176,536,273.95508802916805
4,177,802,310.79695562388645
4,178,466,227.68869436901878
4,179,406,214.0751194218642
4,180,726,56.304438515172464
4,181,748,80.48533502409319
4,182,266,217.94573278518874
4,183,432,306.55104569296475
4,184,503,327.8579471671341
4,185,656,364.35344373736007
4,186,576,417.97534085211123
4,187,373,245.53377964855397
4,188,576,537.643985292094
4,189,417,276.88264140454146
4,190,205,208.7435760826475
4,191,477,352.8851847624715
4,192,695,202.06853118213567
4,193,652,289.18547815647287
4,194,440,255.10585336205702
4,195,495,383.7404681070283
4,196,520,385.57755373948686
4,197,377,348.864164940614
4,198,487,215.28864191597353
4,199,399,332.8344771273749
5,6,270,238.65721115634756
5,7,560,227.58610748158307
5,8,286,290.57122727332234
5,9,684,384.896738533882
5,10,379,320.6832633981272
5,11,474,425.6602797402106
5,12,293,290.58285430703984
5,13,482,355.7051060151284
5,14,517,359.98972425942566
5,15,507,241.5605808474037
5,16,314,267.28442651873087
5,17,332,267.34995974913585
